index,buying price,maintanence price,doors,capacity (persons),luggage boot size,estimated safety,class
1699,0,0,4,5,2,1,1
1700,0,0,4,5,2,2,3
1701,0,0,5,2,0,0,2
1702,0,0,5,2,0,1,2
1703,0,0,5,2,0,2,2
1704,0,0,5,2,1,0,2
1705,0,0,5,2,1,1,2
1706,0,0,5,2,1,2,2
1707,0,0,5,2,2,0,2
1708,0,0,5,2,2,1,2
1709,0,0,5,2,2,2,2
1710,0,0,5,4,0,0,2
1711,0,0,5,4,0,1,0
1712,0,0,5,4,0,2,1
1713,0,0,5,4,1,0,2
1714,0,0,5,4,1,1,1
1715,0,0,5,4,1,2,3
1716,0,0,5,4,2,0,2
1717,0,0,5,4,2,1,1
1718,0,0,5,4,2,2,3
1719,0,0,5,5,0,0,2
1720,0,0,5,5,0,1,0
1721,0,0,5,5,0,2,1
1722,0,0,5,5,1,0,2
1723,0,0,5,5,1,1,1
1724,0,0,5,5,1,2,3
1725,0,0,5,5,2,0,2
1726,0,0,5,5,2,1,1
1727,0,0,5,5,2,2,3
